Descuento,Deuda,Edad,Unidades curriculares 1.º semestre (matriculadas),Unidades curriculares 1.º semestre (evaluadas),Unidades curriculares 1.º semestre (aprobadas),Desarrollo de Tareas (%),Asistencia (%),Promedio ponderado del semestre,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
466.61,2098.36,20,4,3,1,73.6,78.3,9.18,1,4,2,5,2,3,3,2,4,3,4,1,1,-3.1100361814537867,-0.5840963035631757,1.2928436380600057,-1.5542094527782746,0.5583870557269911,0.2172942213917392,0.47273914034579145,-0.4648628040928893,-0.3407758432365684,0.0019766942782650306
108.82,925.32,22,4,4,2,86.0,69.3,9.09,1,3,5,5,4,3,3,1,1,5,2,3,2,-2.399720987066175,-1.2646897534344257,0.6838279870241103,-0.4895160888520835,-0.5485487732641897,-0.5002944212918925,1.3283034980910629,-0.33196627582458477,-0.003117215900846757,0.25966790530365896
434.56,406.34,19,7,6,4,82.2,80.7,13.94,2,2,3,5,4,1,5,1,2,3,4,2,3,1.025743952974238,0.35716811616914024,0.5031517792750997,0.25771169172847774,0.773040478984462,-0.3425888765426733,0.6287295813646772,-0.23153465779719393,-0.7368391261906094,0.3284547465604502
455.4,1832.85,20,6,6,3,78.9,77.7,8.49,3,1,1,5,4,1,3,5,2,5,1,5,2,-0.486340974362059,-1.6073111137134366,1.4180091790221323,0.9386901360047355,-0.8959622499326908,-1.564965673727023,-1.518051630221033,-0.353199772431881,-1.3158177071855977,0.0228473088282597
761.29,1142.79,26,7,6,5,72.0,89.1,15.83,1,1,3,4,1,4,2,3,5,2,5,2,1,1.4173640908758858,0.7074647543398437,0.11680322467339405,-1.0669025456049932,0.25901924916028535,1.3330832596306281,-0.5587826215819777,0.27803880588039315,0.3776479151885168,-1.3164328231138231
804.92,2275.81,21,5,5,3,77.7,88.8,11.69,4,1,1,5,1,2,5,1,5,5,4,5,3,-0.9571534695309577,-0.396158502258836,1.20634013936843,2.1896152680841685,0.10490801507313174,0.3061730902860416,-1.5856873339474027,-0.8510476664794269,-0.01448127086497269,-0.13734019158834265
394.86,492.04,19,8,7,4,65.9,67.9,12.39,1,1,4,2,5,2,1,5,3,4,5,5,5,1.4106244859216008,-1.4013567205277928,-1.047703286570429,-0.6481901549133254,-0.17858048573826546,-0.37482020200866495,0.15870453073357527,1.367338523378681,-2.43614210205529,-1.732186298102094
414.91,1285.78,21,7,7,3,87.3,92.0,8.12,3,1,1,5,1,1,1,2,1,1,5,3,5,0.5548294764462814,-0.12698557501575367,0.48701987488410803,1.5719120522261154,0.6917962880121364,-0.022621765972653814,-1.323084217975178,2.2171027945081474,-0.9112363882945046,-0.05154240819699232
320.44,733.93,17,4,3,2,93.4,83.4,12.33,3,5,4,4,1,5,1,1,2,4,4,4,2,-2.465236912993935,0.2910312687559925,-0.5650363155519482,0.24873742022919126,-0.43772887935398075,-0.7653974475618371,1.525753757972467,1.1345248270334691,0.6734813071353984,-0.19072117656093404
525.22,3761.28,26,6,5,3,76.1,60.7,10.82,3,4,3,5,1,4,2,1,1,2,1,5,4,-0.6827304275963844,-1.179110697131826,2.275324351795587,-1.0236125697784462,-1.7947864861965803,1.0237899366888095,-1.432023577604896,0.028511549415841008,0.007685053100038425,1.7939963509557049
270.95,235.07,25,8,8,5,68.5,84.8,12.93,4,5,1,4,1,5,2,1,5,3,3,2,3,2.21431347428314,-0.881132923612804,-0.44376022133969534,-0.7382475408736379,-0.21533883088642436,2.1031975679066526,-0.24202528442165905,-0.957330490498784,0.519826428934996,-0.8213445646130202
141.78,1371.0,25,5,4,2,91.9,88.5,8.79,2,5,3,2,4,2,5,4,3,2,3,1,3,-1.7899376642774731,0.30575197545768895,-0.1386518215473567,-0.4980164767463673,1.852507726997055,0.4485409991085247,0.41216800426806316,-0.7230143122824045,1.147636811529734,0.1914824085568546
1589.02,582.22,16,6,6,4,76.9,92.8,13.9,1,4,3,2,5,1,2,4,2,1,1,5,5,0.870464787013773,1.5249297035356781,-0.7819564427094563,0.8704283781052368,0.9081835874033464,-1.6773850415430132,1.0900823148907763,-0.10519546877271807,-2.379233614057725,2.2733378569653793
628.67,514.14,21,7,6,4,76.1,98.1,12.56,2,1,3,5,5,2,3,4,1,2,1,1,5,0.96054659194546,0.43976188887678974,0.8004995528895678,0.5922480052776442,1.5084939009899272,-0.6055639695071234,-0.3158856937017449,0.5091873552682099,-1.3005365234809279,1.0322918497993865
25.35,189.86,21,8,7,4,98.4,76.5,12.8,4,1,2,2,3,5,5,5,1,3,2,5,1,1.444457918902573,-0.34496408375317233,-1.4882973093906988,0.5582467110193828,-1.4383368473236675,-1.0720792000571207,-1.4558747159617735,-0.02482733289008025,0.3540899837584846,-0.7359865533227588
651.9,1544.27,28,6,6,4,93.9,95.2,13.56,3,3,5,5,1,4,5,4,1,1,2,3,1,0.5212341803307756,0.9484378851299651,0.8921611670787774,-0.1119282849803802,0.5726721269386753,-0.12206397481416129,-0.8716692848299504,0.34818991777682057,2.6496135196368016,1.1838143457680226
984.53,929.82,17,8,8,3,69.2,78.2,6.11,1,1,4,5,1,5,1,4,1,5,2,4,1,0.6885293682928445,-3.647495641267866,-0.4446335816276657,-0.4964748786008769,-0.9248038191612757,-2.1853603036100577,-0.447239920131976,1.0394117263965954,-1.1752241728223458,0.5328346640107969
575.23,2006.61,22,7,6,3,67.0,81.7,10.21,1,3,1,5,1,2,5,1,2,5,3,2,3,0.025905434883464168,-1.7782765245231724,1.1068490526646035,-0.2271539146694149,0.9058709183537128,0.1557835784767327,-0.6924085297194967,-1.000225405146169,-1.0694224068666403,0.9063216473407654
195.73,284.11,21,5,5,3,71.7,76.5,11.46,3,1,1,2,4,2,1,3,1,5,2,3,4,-0.9431283060411989,-0.4351663000983162,-0.9112505266978722,0.22466110099024758,-1.2368707322161425,-0.3202600456409307,-0.5814272521872305,0.3506126244512388,-2.015463059091868,-0.4397093255738949
465.81,2961.21,23,6,6,5,72.4,84.4,15.46,3,1,4,4,5,1,4,1,1,4,3,1,1,1.102797120111288,0.18218568601711357,2.3475662057153754,-0.20289092630045452,-0.7405597991834508,-0.0229528602726656,0.5873032715879496,0.22869111575891415,0.31603874922130765,1.0187166742225935
1101.65,56.47,20,4,3,2,75.3,82.7,11.08,2,5,5,5,4,4,3,1,5,2,1,1,1,-2.340872510175025,0.4726103005257435,0.1329736301472045,-1.3565805557474286,0.23250348667271023,0.00606357581702316,2.054136943912923,-1.7977640053134536,0.6696489184295698,1.434868743651129
219.06,141.65,19,8,8,4,76.8,99.4,11.36,2,5,2,4,1,4,1,5,5,5,2,1,2,1.5876062205370784,-1.548227678629533,-0.591217771378123,-0.5552541857438242,1.6776258064897809,-0.9673215001241582,0.22592525618669893,-0.4155971708609286,0.34546900043311024,-1.5851902035539123
362.64,955.39,23,5,4,3,93.6,81.1,15.28,4,4,2,5,1,2,5,5,5,5,4,5,3,-1.1200921957343197,0.6825799301971329,0.27188618237289996,0.6373920578079695,1.14985423412432,-0.058583362889277596,-1.570611267844075,-0.6080845829616959,1.2132578711906032,-1.1391685120807058
856.79,271.05,23,7,7,6,66.4,88.5,15.6,1,1,2,1,5,3,3,1,1,2,1,2,5,2.456080331963477,1.022775209038835,-1.0932386408194148,0.19049607201807542,-0.18653121269688389,0.7621324127691499,0.35135638341029785,-0.7152698856447101,-2.3486990759001376,1.3344097687343346
385.1,1807.65,20,7,6,4,80.7,90.5,13.58,4,2,1,5,2,5,2,5,2,1,2,1,1,0.8527672386857524,0.41064670971506806,1.1680556811462703,-0.9003669632806216,-0.39897347602468525,-0.3889614881734575,-1.4953118213615522,1.0135425016726733,0.05222105882071026,0.14410997073173598
152.78,1513.41,24,6,5,2,98.5,98.0,10.01,3,4,1,5,1,3,1,3,5,5,4,5,2,-1.2350926539967193,-0.6763309641027407,0.626396159952755,2.169794159857421,0.596026389573119,0.44227498357327844,-0.28766985627586716,0.15708599456570052,1.20330321791385,-1.8583131821697443
661.61,1102.03,24,7,7,6,68.3,85.4,15.74,1,3,1,4,4,4,1,5,4,2,2,1,5,2.2286270729541906,0.47425848881654736,0.42884190335920147,-1.3987260724554405,1.1921026584011958,1.5240032571282107,-0.8045320335250391,-0.012071903129689253,-1.8009626764923101,-0.18080902621784492
93.21,496.32,24,4,3,2,83.9,87.8,12.19,1,5,3,3,4,5,1,2,5,1,5,5,3,-2.374772536807549,1.1744022023784153,-0.3079491937735151,-0.03948538735617774,0.1704784043707464,1.9200136099350011,1.9796350373672131,0.21067904782453242,-0.1516700684717111,-1.9574385480805865
518.17,1051.49,22,6,6,4,77.4,93.0,12.48,3,5,3,5,3,1,2,5,3,5,5,2,4,0.30284063714084797,-0.4330874220387987,0.57440375063701,-0.06399250091745072,2.109635045019358,0.0031178064364506207,0.3149955665719138,1.3036797733745722,0.2828451256681798,-0.3144086735742111
148.62,4405.58,25,6,5,3,78.2,94.7,12.99,5,2,5,5,2,5,1,2,5,3,1,2,1,-0.558071218428478,-0.6790681801012928,3.4295164717083177,0.12010929601688174,-1.0741390418004118,0.5155201463800569,-0.5947469364972519,0.18527978577293858,2.7958731700817037,-0.5492586783047162
88.98,665.46,26,6,6,4,88.5,82.7,13.3,5,1,4,4,4,1,1,4,4,2,1,4,2,0.5356551241773744,0.9141103604448342,0.8357727685110197,0.5711934869851296,-1.447849332527709,-0.2674438657082122,-0.8920804241340684,-0.14610605604597982,1.4439854329396897,-1.3824643161501833
424.35,1329.6,18,4,3,2,86.4,100.0,12.46,1,4,5,5,4,3,4,5,4,4,5,1,3,-2.393206172204522,0.4496937943178804,0.8373939797379906,-0.13670174070464422,3.246025067514912,-0.7671252511908665,1.4298956683346258,0.9073860506545448,0.5404890390142124,-0.6274517599906702
332.86,830.54,20,8,8,6,86.1,86.5,14.79,1,2,5,5,4,3,5,2,3,1,1,4,2,3.054148961378759,0.4966026946677163,1.2086977409476325,0.2078147438219543,0.3232315247239871,-1.026200225092233,0.7564307786892114,-1.179608261640792,0.08127600629272304,-0.14717204185017585
122.35,769.81,21,5,4,3,57.3,89.3,13.9,2,4,1,5,2,5,1,1,4,5,4,1,3,-1.3030676078108347,-0.5602102306521216,0.6160993676719101,-1.014521870982772,0.2961813649055465,1.4855660407893791,0.824725776468598,0.026116507185586387,-1.2049651370864172,-1.2498422000148364
186.61,83.58,21,6,5,3,78.6,70.8,12.36,1,1,5,1,4,1,2,5,2,1,5,4,1,-0.2843601772517868,0.8010783198434974,-1.284502499814478,-1.6107205599444023,-0.9341533980433789,-1.2596877434447946,0.6349954271895584,1.146025194770676,-0.5467745873483382,-1.7612839535041231
934.52,1067.41,21,8,7,5,78.2,83.2,13.6,2,5,1,3,5,2,4,5,1,2,5,4,2,2.1536858149048257,0.2204997727283012,-0.25672730761656987,-0.4804309745046151,0.4698159424869993,0.2051382511528387,0.6297079895774034,0.7896479821636773,-1.277432550866207,1.1263001143109566
415.78,1472.38,20,7,6,1,90.4,82.5,5.0,4,5,1,1,4,3,2,1,3,3,2,5,2,-1.0580406691630666,-1.7323928258984786,-0.9129373351449463,1.5927548986955655,-1.4267302708099454,-0.08757352700284451,0.9471602905556484,-0.8611714888633685,0.0662733814658774,0.5295012132668618
1059.53,561.68,16,8,8,7,86.4,85.8,16.85,2,4,4,3,4,3,1,3,3,2,3,4,1,3.681124741809875,1.0171166781286896,-0.5512501595229143,-0.1689012160042836,-0.4998126103053977,-1.2885835294317527,1.8038208773065783,0.48763728036214343,-0.40167408855802755,0.4196533728860239
459.67,36.98,19,8,8,5,88.1,79.2,11.58,1,2,1,4,2,5,1,5,2,2,5,5,2,2.1508048207125006,-0.5828293785170503,-1.2280530704991097,-0.17034145696866962,-0.3331887969540624,-0.2633175028185788,-0.5444957427182571,1.645171941834437,-1.6378803514969014,-1.3660049468387547
618.81,25.99,16,4,4,2,70.5,87.7,11.8,5,2,1,3,3,2,5,1,1,1,5,3,1,-1.7556526145348503,1.5157455987155353,-0.6081897667665379,0.35538620004781263,-1.1318249187350486,-0.7164306329780108,0.36451977556099524,0.5320929898949152,-0.89283577031837,0.7643485712260355
656.66,948.04,27,6,6,4,82.2,87.1,14.45,3,1,3,4,2,2,1,5,1,4,5,1,2,0.49348925210463856,0.3495209042023757,-0.21425552119461608,-0.5838947548121224,0.22888278239713286,0.4552615103828118,-1.144321800382561,2.2143563261406785,0.6820493785652123,-0.1513990230166933
454.64,498.59,20,5,4,3,73.9,88.2,12.63,3,1,5,3,3,4,1,5,2,2,1,1,4,-1.1095891772511512,0.6327037622045291,-0.40319004944531067,-1.0073444177538537,0.21033660126488868,-1.1540298493238712,-0.567095050098784,1.0937571867334617,-0.1818649882847137,-0.03236979231574944
716.62,145.33,17,8,8,6,58.4,77.2,13.85,1,4,3,4,3,1,1,4,2,1,3,2,1,3.0135323874850717,0.1219270171622478,0.14613994880601328,-2.667215240566862,-0.35569585464776543,-1.4966740304246677,1.0528914507326372,0.39890832277038374,-1.753063803466258,0.05412422728364643
344.28,32.55,16,6,6,4,79.7,82.6,13.59,5,1,1,2,1,2,4,4,1,1,1,5,5,0.6674343085481329,1.4404449631879785,-1.1676654839345169,0.8527942535241481,-0.710422897287614,-2.0799583054021027,-2.363900234555512,0.11921493202318295,-1.4363756950318367,0.15672233932528534
47.3,835.37,24,5,5,2,76.0,85.7,8.98,4,5,1,5,2,2,4,2,1,5,2,1,1,-1.622233235015716,-1.1309844385161967,0.7792831502983465,-0.47518662563241343,-0.08388682462999962,-0.03416059362550217,-0.0398745401094129,-0.7427362402065675,0.7670399460216694,0.6482623391934231
352.72,210.99,22,6,5,3,96.3,85.6,13.58,1,2,5,1,2,1,1,1,1,2,4,3,5,-0.08131883633840764,1.468561824588171,-1.71582518086323,0.7667532638280792,0.6316577597722626,-0.5857891481763834,0.9199300698018937,1.2361561982197098,-0.007521678439135803,-0.263094224385528
614.81,1265.48,16,8,7,4,91.5,77.8,12.71,2,5,1,5,5,3,1,2,1,5,2,4,5,1.4889154718716933,-1.2105566461137944,0.44150354087305355,1.2073070533342762,0.29171910074678686,-0.41793975080290857,1.0186312701796025,0.503296307031077,-2.1525913759012094,1.2936948284186947
81.73,703.13,20,6,6,5,71.7,97.3,15.53,4,5,4,3,3,4,1,1,1,5,5,2,2,0.9487511820444535,0.02524657696195329,-0.1879893742206554,-0.053382832675458736,-0.27911331971055037,0.16774347954362587,2.3740640871384255,1.7592173718893547,0.6710303678501112,-0.5313343152474106
547.62,71.18,22,4,4,3,81.7,94.0,13.68,1,5,2,2,5,4,1,1,3,4,2,1,1,-1.4129796829142875,0.9348962028582799,-0.9305423188906772,-0.22902575204574432,-0.091787653425953,0.6929075059665604,2.7175168905090814,-0.9481373637811216,-0.41137699297950625,0.2586045813307531
469.63,609.26,21,6,6,3,64.2,85.5,10.42,4,2,1,3,3,1,2,1,5,5,2,3,2,-0.23455214120195542,-0.9205009619887023,-0.007583708206243287,0.7529204382297735,-1.1043639722327343,-0.03661286679417872,-0.09232165250769771,-1.5343235575945413,-0.5920450557012981,-0.7895427999766206
388.07,2540.73,22,5,5,5,85.4,87.1,20.0,2,2,1,5,4,2,2,1,1,1,1,2,1,0.8656146462981498,2.812864086316489,2.71982866438076,-0.10101721821894426,-1.1654727588584413,0.08427714634919864,0.20485249912282397,-0.205171450300401,-0.8213566113353645,0.925934855501261
306.88,530.88,23,4,4,3,64.9,88.8,13.65,5,5,1,1,3,5,2,4,1,2,3,3,1,-1.474681150936843,1.0661382044916556,-1.0681937952964538,-1.29194648709282,-1.7103679833904721,0.593244613065886,0.3216541550303103,0.675434315580703,-0.027248832871392858,0.16106828647971627
561.83,304.26,21,4,4,2,76.1,88.6,10.25,1,5,5,3,4,2,4,3,2,2,2,1,3,-1.9955916604792303,0.5070960259447721,-0.2855559224550111,-1.2227977335164424,1.5744315456775162,-0.761801742614188,1.7034544680174786,-0.5699078123585951,0.12323998317350207,1.0623156046479452
1616.85,225.04,17,6,6,4,94.7,87.1,13.08,2,5,2,1,1,3,4,5,4,4,1,1,5,0.5452471302192513,0.5892350772832173,-2.8887262632258053,-0.06145440219556974,2.635623009319915,-1.344504631481015,-0.9482570181276035,-1.2492201404717145,-0.24420996492215175,2.3385534739879565
389.38,1092.68,25,5,5,2,86.9,77.5,9.12,1,1,4,2,1,5,1,1,3,5,2,1,2,-1.6924444959811695,-1.3979125382931383,-1.2789667521855568,-0.4744401719900086,-0.6084772041813234,0.39508103704185116,-0.20655273116313907,-0.3513161779252191,0.7138640778438697,-0.40036353788523354
575.98,1289.18,21,5,4,3,80.9,75.1,13.55,1,5,1,4,1,3,3,5,4,5,2,1,4,-1.272432754051573,-0.18818734047833577,-0.1328678518816288,-1.661982767766874,1.8532463394539882,-0.08632903002334964,-1.1759224934708354,-0.9735182637791052,-0.7554474121902357,0.17810497011530999
522.13,805.93,20,5,5,3,81.0,78.8,10.35,1,5,1,5,1,2,1,4,2,2,2,4,1,-0.9575284267356617,0.18019275710612953,0.4936445403882775,-1.1389402223181753,-0.30753240825122746,-1.1766248096432699,-0.042970868762721846,-0.12042459873781167,-0.9822878104857573,0.0742208427746916
335.03,218.85,22,4,4,3,66.3,94.2,17.37,4,5,2,5,1,3,4,1,1,1,1,1,2,-0.9947220422061608,2.3501143458351277,0.9138794239673501,-1.2212011576551345,-0.06888451238860971,-0.09647197663076754,0.26110755955705395,-0.7277456749079436,0.3321254671670094,1.2402102931704708
772.21,2229.58,23,6,5,2,86.9,82.9,8.41,5,5,4,5,3,4,4,5,1,5,3,2,2,-1.3546792604249251,-1.9441588652745974,0.7182522626571273,-0.3118326994575814,0.539301838201515,-0.26261433228164893,-0.4780239509127791,1.0894717867674555,1.8890162868772717,1.9722292780375692
1107.86,113.15,17,5,5,2,65.9,87.9,8.54,2,4,3,5,4,3,1,4,3,5,2,2,3,-1.6072500909784975,-1.5036901428317317,-0.272935176243947,-0.3690808161963214,0.7572541148697427,-1.049591870701731,1.0002722236706094,0.17846446705378224,-1.403751008328121,0.9979693914504888
703.79,813.98,20,8,7,4,80.2,88.4,12.69,2,1,4,5,1,1,2,4,2,4,5,4,5,1.525334047301467,-0.6177784952231821,-0.022573412833122995,0.9391869212215449,1.4590522406137896,-1.083358223665949,-0.9736289304697359,1.9207012230366631,-0.5851719295124336,-0.5153592833872265
250.57,369.15,21,7,7,7,59.4,69.3,18.67,5,1,2,1,4,3,3,5,5,3,3,1,5,2.873140076810249,0.8800110150843181,-1.0902951310992781,-1.9795936261676665,-0.4657062374531219,0.884860350536878,-1.8319770484799818,-0.27268795135097545,-1.0662985479553346,-1.4403098656901074
479.61,556.6,23,6,6,4,85.7,73.3,11.81,2,3,1,5,1,5,4,3,2,5,1,2,4,0.08948096545086251,-1.1020527508974352,-0.4355093293839201,-0.5002204687154667,0.550143642162578,0.40229564514308264,-1.746725064343422,-0.971857021229838,-0.6135346475856845,0.7448279934995864
784.72,358.59,27,5,4,3,72.5,100.0,14.97,1,1,1,2,1,3,3,1,1,2,4,4,3,-0.8334691594192926,1.8750412432271806,-1.065721946332866,1.044838713143551,-0.09968114839241782,1.1442227432362087,-0.37136977548572714,0.2606707819620837,-1.020851577546894,0.19647656272742636
848.45,471.77,21,5,5,3,79.9,79.9,13.8,5,1,1,1,2,5,1,1,1,2,1,5,5,-0.5893428406441777,1.0527751268323646,-1.8608711102599673,1.3183700513414676,-2.3726043385597766,0.3883074231252757,-1.3769917583610456,0.4095583177490894,-1.3074964268937255,1.228513323237389
161.04,1510.73,22,5,4,3,80.0,100.0,13.21,5,2,5,5,3,1,2,2,2,1,3,3,1,-0.8948484092139948,1.6160818248059643,2.016445689778494,0.7106544595657601,-0.7093284387285215,-0.9589190953308038,0.6637271416524787,1.1820253475480564,1.7409534461888103,-0.37928202003571937
313.16,709.81,23,6,6,4,59.9,98.6,13.68,2,2,1,5,2,5,5,1,1,2,5,3,5,0.45057439945878064,0.21318730026956667,0.5219669520997716,0.48753843282554726,1.0854121917693524,1.7310503379744069,-0.3396812734698009,0.8181578112078559,-1.6653910764314146,0.003922229377622489
609.11,1448.07,20,8,8,6,88.6,84.1,14.55,4,5,5,5,5,1,5,1,4,5,1,2,1,2.9469208660101267,-0.6029883532779541,1.490096042677061,0.43479740996313776,0.31143209804032473,-0.8626087357352172,1.64387990213602,-1.8874629238669387,1.8593334911087271,1.140894592629071
657.99,206.43,23,8,7,4,93.0,85.4,10.62,2,5,1,4,5,5,5,1,1,1,5,1,1,1.5205140174059406,-0.14870011120712898,-0.7457058894410401,-0.2589229757376363,0.5033970491603047,1.847741533859458,1.5890662029830642,0.06963622646610731,-0.003415800457073136,1.5667776034683327
778.09,874.83,20,6,5,3,71.2,79.3,10.2,2,1,2,5,3,3,3,1,5,2,4,2,5,-0.5220223316528896,-0.29616963258659623,0.322468532875629,0.13069740007446398,0.789461922638227,1.1571245877203744,-0.5958187482984737,-0.31860463807533973,-1.4954327091915713,-0.08478107769300869
779.28,516.85,27,4,3,2,74.9,90.7,14.41,1,3,2,5,3,3,1,3,5,3,3,5,1,-2.2406194285208,1.1725238695170859,0.6255143831158572,0.20082087533106563,-0.40938982877097246,1.1980823799664346,0.49782439262906325,-0.7225147192808082,-0.2484317043345352,-1.0223625010804807
316.69,139.6,26,6,5,4,76.8,92.3,15.19,1,1,3,5,1,2,4,1,1,5,1,3,2,0.15913521219670368,0.38953821664188,0.4552254420591499,0.6416903277811102,0.050571980588261095,-0.4714133981747054,-0.37330571624805514,-1.0841916049689584,-0.0072703356759462245,-0.06769393285989435
49.17,404.26,22,6,6,4,72.6,87.4,13.77,1,1,1,2,3,4,3,1,4,4,4,1,2,0.4040387537723126,0.0010807586624503758,-0.8391533595990072,-0.24285281814992304,0.013112961580393129,1.063803736247555,0.36422981263482307,-0.7874681995842039,-1.0752600128903962,-1.7422599386190307
253.87,971.66,21,8,8,4,78.2,67.4,10.86,3,1,1,5,4,2,5,2,5,2,1,3,5,1.798809074446118,-1.003792396245556,0.9271012555035189,0.20026383432160103,0.06983999503683813,0.587459248973178,-1.850660383334234,-2.084615544861826,-1.3480788953105187,-0.3149132147204496
478.46,450.35,21,5,5,1,57.4,90.2,5.17,5,5,5,5,3,2,1,1,1,5,1,1,1,-2.29195474960415,-2.4362727522256598,0.6886127037305639,-0.6670776472220533,-1.0360475141438872,-1.163047904184132,1.7544250232047696,0.1488825662600078,1.120299948683967,1.3630074100824263
